TIN,0,1,2,3,4,5,6,7,8,9
0, 2.2459e-305
0, 6.28319
0, 6.28319
0, 6.28319
0, 6.28284
0, 6.28319
0, 6.28319
0, 6.28319
0, 6.28284
1, 6.28319
1, 6.28319
1, 6.28319
1, 6.28319
1, 6.28284
2, 0.031734
2, 0.0203916
2, 6.28319
2, 0.0713869
4, 6.28284
4, 0.000345267
5, 0.00059802
5, 0.000345267
5, 6.25561
6, 6.28319
10, 0.152886
11, 0.114444
14, 0.0519028
14, 0.35865
14, 6.2827
15, 5.90165
15, 6.26699
15, 0.330416
15, 0.0053041
15, 5.99961
16, 5.93885
16, 5.99961
19, 0.0181621
19, 0.000488281
20, 6.27716
20, 6.2827
21, 0.00189111
21, 6.2827
22, 6.28209
26, 6.20459
27, 6.23855
33, 5.56452
34, 5.59571
37, 6.20214
38, 6.20191
40, 0.0106531
41, 6.27674
43, 5.5679
44, 5.5039
48, 6.11576
49, 6.14848
49, 6.01073
50, 6.01024
53, 6.26481
54, 0.0141097
56, 6.14546
57, 6.08294
60, 5.28539
61, 5.21826
61, 5.0239
62, 5.0239
64, 0.159304
65, 0.154896
67, 5.94158
68, 5.94158
78, 6.02147
79, 5.97056
85, 4.38699
86, 4.38699
88, 5.88133
89, 5.73589
89, 5.8309
90, 5.73662
99, 0.000345267
100, 6.28284
101, 6.28284
102, 5.85627
102, 5.74995
102, 0.000345267
103, 5.81334
103, 5.74942
105, 3.84536
105, 0.000345267
106, 3.86117
106, 6.28284
107, 6.28284
108, 0.00059802
114, 3.80561
115, 3.74161
118, 0.199935
119, 5.80084
119, 0.22374
120, 5.83528
129, 5.70313
129, 0.000345267
130, 5.63878
130, 6.28319
131, 3.29361
131, 6.28319
132, 3.29384
132, 0.000345267
134, 0.000488281
135, 6.28319
136, 0.240051
136, 6.28319
137, 0.225988
137, 0.000345267
140, 2.89484
141, 2.85928
141, 0.000488281
142, 6.28284
144, 6.28284
145, 0.000345267
148, 5.67195
149, 5.62209
150, 6.2827
151, 6.2827
152, 0.000488281
153, 2.73019
153, 0.000488281
154, 2.73019
154, 6.28319
155, 5.55502
156, 5.57898
157, 5.64653
158, 5.5927
159, 6.28284
160, 0.000345267
163, 0.19892
163, 2.58108
164, 0.216932
164, 2.51709
167, 0.000345267
168, 6.28319
171, 5.71926
171, 6.28284
172, 5.67759
172, 2.29309
173, 2.32151
180, 2.38853
181, 2.33566
181, 0.000345267
182, 1.72698
182, 6.28319
183, 1.70097
183, 6.28319
184, 0.000345267
188, 5.69739
189, 5.74651
189, 0.000488281
190, 6.28319
191, 6.28319
192, 0.000488281
195, 0.32245
196, 0.347096
197, 1.85789
197, 5.82016
198, 1.87038
198, 5.86827
206, 1.81703
207, 5.63873
207, 1.75303
208, 5.64527
212, 6.24969
212, 0.000690534
213, 0.0301048
213, 6.28319
214, 6.28319
217, 5.73434
218, 5.68903
221, 0.000345267
222, 1.34246
222, 6.28319
223, 1.34252
223, 6.28319
226, 5.37501
227, 5.62607
227, 5.31889
227, 6.28319
228, 5.62631
228, 6.28319
229, 0.000345267
232, 1.19163
233, 1.12763
234, 0.000488281
235, 0.298758
235, 6.2827
236, 0.310266
237, 6.2827
238, 0.000345267
239, 5.74702
240, 5.70519
241, 0.0983395
242, 0.0263521
243, 0.0263521
244, 6.23728
245, 6.28319
246, 5.59545
246, 6.28319
247, 5.62327
247, 6.28319
249, 5.19116
250, 5.13257
250, 6.28284
251, 1.00028
251, 0.000345267
252, 0.936291
252, 0.000345267
253, 0.00059802
254, 0.00059802
255, 6.28284
256, 6.28284
257, 0.000345267
258, 0.000345267
259, 6.2827
260, 6.2827
261, 5.69495
261, 0.000488281
262, 5.64467
267, 0.523538
268, 0.523538
272, 5.45217
272, 0.43716
272, 6.28284
273, 5.45251
273, 0.417091
273, 4.99251
273, 6.28284
274, 4.93109
274, 0.000345267
279, 0.00059802
280, 6.28319
283, 6.28319
284, 5.54276
284, 0.0790883
284, 0.000345267
285, 5.50049
