TIN,0
0, 6.28319
49, 6.28319
50, 0.025478
55, 0.49429
56, 0.674881
60, 0.96655
61, 1.1889
69, 1.84735
70, 1.97695
84, 3.29976
85, 3.52204
91, 3.95328
92, 4.17748
95, 4.33453
96, 4.5735
100, 4.79572
101, 5.01793
112, 5.98767
113, 6.14254
114, 6.14254
115, 0.0693765
124, 0.860576
125, 0.957813
128, 1.1802
129, 1.37463
137, 2.05402
138, 2.2096
143, 2.68437
144, 2.80932
148, 3.14035
149, 3.30948
250, 3.30923
251, 3.08953
265, 1.89203
266, 1.81665
267, 1.81665
268, 1.58009
278, 0.677701
279, 0.557216
284, 0.174695
285, 6.2552
295, 5.44411
296, 5.22475
300, 4.9895
301, 4.78403
308, 4.16121
309, 4.03863
311, 3.87398
312, 3.77738
317, 3.3283
318, 3.11479
327, 2.43012
328, 2.21615
334, 1.7811
335, 1.56801
341, 1.16151
342, 0.895378
349, 0.405565
350, 0.326095
449, 0.325942
450, 0.474612
456, 0.931745
457, 1.15354
466, 1.89013
467, 2.12207
470, 2.28182
471, 2.51976
477, 2.96174
478, 3.19744
481, 3.36378
482, 3.59953
491, 4.32203
492, 4.58685
499, 5.18321
