TIN,0,1,2
0, 6.28319
0, 6.28319
0, 6.28319
1, 6.28319
1, 6.28319
1, 6.28319
2, 0.205494
2, 0.00882293
2, 0.00114512
4, 0.00338291
4, 0.000913491
5, 6.28114
5, 6.28284
6, 0.466293
6, 6.28114
6, 6.28284
7, 0.681753
7, 0.000913491
7, 6.2827
8, 6.2827
9, 0.00059802
10, 0.00234172
10, 0.00059802
11, 6.28284
11, 6.28319
12, 6.28284
12, 6.28319
13, 0.000845728
17, 1.5241
18, 1.80669
20, 1.86355
20, 0.000488281
21, 2.08905
21, 6.28284
24, 6.28319
24, 0.000345267
25, 0.0451586
25, 6.28221
31, 2.66663
31, 6.2827
32, 2.70977
32, 0.00398182
33, 0.00398182
34, 2.72091
34, 0.673405
34, 6.28234
35, 2.99095
35, 0.949406
36, 6.28284
37, 0.000488281
38, 0.000488281
39, 6.28241
42, 3.27176
42, 1.33646
42, 6.28172
43, 3.46898
43, 1.5137
45, 6.28319
48, 6.28319
49, 0.000488281
52, 4.06593
52, 0.166687
53, 4.22277
53, 0.333358
54, 2.3399
55, 2.38691
56, 4.28324
56, 0.444467
57, 4.5514
57, 0.722243
60, 4.67215
61, 4.69558
61, 0.986112
62, 1.05555
65, 2.50162
66, 2.49576
70, 5.10195
70, 1.55551
71, 5.27956
71, 1.79161
74, 5.41269
75, 5.66342
77, 5.75479
77, 2.25927
78, 6.01505
78, 2.49538
81, 6.18906
81, 2.64816
82, 0.182461
82, 2.88428
84, 0.205215
85, 0.405202
88, 2.41655
89, 2.46974
95, 4.05093
96, 4.28703
99, 1.38833
100, 1.63723
102, 1.72745
102, 4.75924
103, 1.98818
103, 4.99537
106, 5.14815
107, 5.38428
108, 2.50286
109, 2.52851
116, 6.16203
117, 0.0316135
120, 3.21694
121, 3.44987
123, 0.587116
124, 3.61238
124, 0.739908
125, 3.70177
127, 0.851026
128, 1.07326
132, 4.32023
133, 4.45005
139, 2.00381
140, 2.18436
145, 5.32301
146, 5.56508
148, 2.94818
149, 3.10095
150, 5.80786
151, 5.8113
155, 3.64264
156, 3.80931
162, 4.33502
163, 4.47794
180, 6.13505
181, 6.26005
182, 6.26005
183, 0.240761
192, 0.990779
193, 1.26856
199, 1.7269
200, 1.81023
249, 5.80391
250, 5.70824
263, 4.72102
264, 4.49194
267, 4.30794
268, 4.01274
274, 3.41718
274, 2.45711
275, 3.27793
275, 2.33538
281, 2.8243
282, 2.59683
290, 1.07575
291, 0.988353
294, 1.54935
295, 1.43876
299, 1.81017
300, 1.59081
302, 0.12804
303, 6.2669
310, 0.118161
311, 6.2164
312, 0.393057
313, 5.7397
313, 0.240278
314, 5.5877
315, 0.0874998
316, 6.21791
320, 5.46836
321, 5.23704
324, 4.97872
325, 4.75493
327, 4.99393
328, 4.80286
331, 4.63902
331, 4.80125
332, 4.40711
332, 4.22573
332, 4.56513
333, 4.0511
336, 4.08182
336, 3.90006
337, 3.9923
337, 3.88651
345, 3.40986
346, 3.17376
347, 2.9047
348, 2.76988
352, 2.68996
353, 2.43992
355, 2.69848
356, 2.69886
356, 2.25828
357, 3.78067
357, 2.00094
358, 3.77809
363, 1.46897
364, 1.18691
367, 1.01262
368, 0.730917
374, 0.415511
375, 0.200662
377, 0.111516
378, 6.1681
381, 6.00483
382, 5.77331
393, 4.86111
394, 4.69776
399, 4.32582
400, 4.25588
449, 2.6953
450, 2.76263
453, 2.86542
454, 3.24069
456, 3.18881
457, 3.31746
467, 4.08462
468, 4.34332
473, 4.7687
474, 4.88215
474, 3.77974
475, 3.94117
477, 5.00021
478, 5.21648
481, 5.37816
482, 5.60653
489, 6.13002
490, 0.0816489
490, 5.2261
491, 5.33278
499, 0.600512
499, 6.04568
499, 4.25434
